Year,State,Month,Region,Site,Lat,Long,Prevalence,MonitoringLocation,Mean Intensity
1991,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,88,LE5.1,1.04
1992,VA,May,EASTERN SHORE,FOWLING POINT,,,88,,1.04
1993,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,96,LE5.2,1.04
1998,VA,September,TANGIER SOUND,HURLEYS ROCK,,,76,,1.04
2003,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,72,RET3.2,1.04
2018,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,48,LE3.1,1.04
1993,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,80,LE5.2,1.04
1990,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,56,LE3.1,1.04
2014,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,48,LE3.1,1.04
2013,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,56,LE5.2,1.04
1993,VA,October,EASTERN SHORE,BLACK NARROWS,,,92,,1
2010,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,43,EE2.1,1
2011,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,40,EE2.1,1
2003,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,43,ET5.2,1
2015,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,40,ET5.2,1
1998,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,40,ET5.2,1
1997,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,50,EE3.1,1
2005,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,40,EE3.1,1
1990,VA,October,RAPPAHANNOCK RIVER,CORROTOMAN RIVER,,,84,,1
1999,VA,October,PIANKATANK RIVER,DEEP ROCK,,,100,,1
2003,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,67,LE5.2,1
1997,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,60,CB3.3W,1
2014,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,76,WE4.1,1
1997,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,76,CB5.4,1
2016,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,93,EE3.0,1
1997,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,57,LE2.2,1
1994,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,37,ET5.1,1
2011,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,40,ET5.1,1
2019,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,27,ET5.1,1
1998,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,1
1998,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,1
2011,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,33,CB4.1W,1
2019,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,23,CB3.3W,1
2006,VA,November,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,76,LE5.2,1
2019,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,30,ET3.1,1
1995,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,43,LE1.1,1
2019,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,30,EE3.3,1
1997,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,68,LE3.7,1
1996,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,7,ET8.1,1
1990,VA,February,MOBJACK BAY,PATENT TONG AREA,,,84,,1
1994,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,40,ET8.1,1
2004,VA,September,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,78,WE4.1,1
1993,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,36,EE3.1,1
2005,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,44,LE3.1,1
2003,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,33,CB3.2,1
2015,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,52,CB5.4,1
2016,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,48,RET3.2,0.96
1993,VA,September,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,88,LE3.7,0.96
2018,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,64,LE5.2,0.96
1997,VA,October,EASTERN SHORE,FISHERMANS ISLAND (1995),,,93,,0.96
2020,VA,September,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,48,CB5.4,0.96
1992,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,72,LE5.2,0.96
2019,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,48,LE5.2,0.96
2005,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,56,LE5.2,0.96
1993,VA,October,EASTERN SHORE,SANDY ISLAND BAY,,,72,,0.96
2014,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,35,LE3.2,0.956521739
1992,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,92,LE3.7,0.92
1997,VA,October,EASTERN SHORE,FISHERMANS ISLAND (1995),,,82,,0.92
1998,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,52,WE4.1,0.92
1996,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,68,ET4.2,0.92
2020,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,44,LE5.2,0.92
2019,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,60,LE3.2,0.92
1998,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,68,LE5.2,0.92
2015,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,52,LE3.1,0.92
1998,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,33,CB3.2,0.9
1992,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,37,CB3.2,0.9
1997,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,50,ET5.2,0.9
2006,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,47,EE2.1,0.9
2011,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,20,EE3.1,0.9
2013,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,30,ET4.2,0.9
2019,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,23,CB3.3W,0.9
2000,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,30,EE3.1,0.9
2007,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,23,EE2.2,0.9
1995,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,93,EE3.0,0.9
2013,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,27,ET5.1,0.9
2006,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,43,ET5.1,0.9
2011,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,38,ET5.1,0.9
2018,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,27,CB4.1W,0.9
1998,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,37,CB4.1W,0.9
1991,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,27,CB3.3W,0.9
2009,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,30,CB3.3W,0.9
2012,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,50,EE1.1,0.9
1994,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,40,ET3.1,0.9
2005,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,37,LE1.1,0.9
2010,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,40,RET4.2,0.9
1991,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,90,ET8.1,0.9
2004,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,40,ET8.1,0.9
2016,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,30,EE3.1,0.9
2017,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,30,EE3.1,0.9
2004,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,37,RET3.1,0.9
2010,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,27,RET3.1,0.9
2012,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,33,EE1.1,0.9
2007,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,60,LE5.2,0.88
2016,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,56,WE4.1,0.88
2018,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,56,WE4.1,0.88
1998,VA,November,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,88,CB5.4,0.88
1998,VA,November,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,88,CB5.4,0.88
2015,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,56,CB5.4,0.88
2020,VA,September,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,48,LE5.2,0.88
1992,VA,March,GREAT WICOMICO RIVER,SHELL BAR,,,75,,0.88
2021,VA,September,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,56,LE3.1,0.88
1997,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,80,CB5.4,0.88
2018,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,48,WE4.1,0.857142857
2005,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,43,CB5.4,0.857142857
1998,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,68,LE5.2,0.851851852
1997,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,68,LE3.4,0.84
1993,VA,September,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,76,CB5.4,0.84
1998,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,84,CB5.4,0.84
1998,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,84,CB5.4,0.84
2019,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,44,CB5.4,0.84
2020,VA,September,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,12,LE5.2,0.84
2013,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,44,LE5.2,0.84
1993,VA,September,RAPPAHANNOCK RIVER,MIDDLE GROUND,37.683333,-76.473333,63,LE3.4,0.84
2008,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,44,RET3.1,0.84
1993,VA,October,EASTERN SHORE,WALKER POINT,,,84,,0.84
1996,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,76,CB5.4,0.84
1993,VA,October,EASTERN SHORE,WILLIS WHARF,,,68,,0.84
2008,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,42,LE3.2,0.833333333
2005,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,50,LE3.1,0.833333333
2011,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,64,RET3.2,0.8
1998,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,64,LE3.7,0.8
1998,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,64,LE3.7,0.8
2017,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,30,CB3.2,0.8
1998,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,33,CB3.2,0.8
2011,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,40,CB3.2,0.8
2004,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,43,ET5.2,0.8
2012,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,27,EE2.1,0.8
1994,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,43,EE1.1,0.8
2004,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,43,CB3.3W,0.8
1997,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,64,CB5.4,0.8
1991,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,80,CB5.4,0.8
1992,VA,March,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,56,CB5.4,0.8
2001,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,100,EE3.0,0.8
1990,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,30,ET5.1,0.8
1994,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,30,ET5.1,0.8
2013,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,23,ET5.1,0.8
1991,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,27,CB4.1W,0.8
2004,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,30,CB4.1W,0.8
2012,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,33,CB4.1W,0.8
2008,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,23,CB4.1W,0.8
2009,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,33,CB4.1W,0.8
1998,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,48,RET3.2,0.8
1998,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,48,ET4.2,0.8
2003,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,48,LE5.2,0.8
1993,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,40,LE3.7,0.8
2019,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,40,LE3.1,0.8
1993,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,37,CB3.2,0.8
2018,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,56,LE5.2,0.8
2011,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,37,RET3.1,0.8
2014,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,20,RET3.1,0.8
1998,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,0.8
1998,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,0.8
2006,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,46,LE3.2,0.782608696
2021,VA,September,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,44,LE4.2,0.76
1993,VA,September,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,60,RET3.2,0.76
1997,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,52,LE3.7,0.76
2020,VA,September,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,44,LE3.7,0.76
1990,VA,August,GREAT WICOMICO RIVER,CRANES CREEK,,,76,,0.76
1992,VA,March,GREAT WICOMICO RIVER,CRANES CREEK,,,76,,0.76
1992,VA,November,MOBJACK BAY,EAST RIVER,,,76,,0.76
2005,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,68,LE5.2,0.76
1997,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,44,ET4.2,0.76
1998,VA,October,RAPPAHANNOCK RIVER,MARRATICO BAR,,,60,,0.76
1998,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,60,LE3.1,0.76
2017,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,52,LE3.1,0.76
2019,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,28,LE5.2,0.76
2000,VA,October,YORK RIVER,PROPATANK CREEK,,,36,,0.76
1999,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,33,LE5.2,0.75
2020,VA,September,YORK RIVER,BELL ROCK,37.484167,-76.749717,40,RET4.3,0.72
2015,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,48,WE4.1,0.72
2014,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,44,RET3.2,0.72
2015,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,56,RET3.2,0.72
2013,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,32,LE3.1,0.72
2018,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,40,LE5.2,0.72
1996,VA,August,YEOCOMICO RIVER,PALMERS CREEK,,,40,,0.72
1993,VA,October,EASTERN SHORE,POWELLS BAY,,,72,,0.72
1990,VA,June,RAPPAHANNOCK RIVER,SHARKS BLOCK 4,,,72,,0.72
2003,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,56,LE5.2,0.72
2006,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,40,WE4.1,0.72
1992,VA,March,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,0.72
1997,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,7,CB3.2,0.7
2016,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,20,CB3.2,0.7
2004,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,33,CB3.2,0.7
2018,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,27,CB3.2,0.7
2007,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,27,ET5.2,0.7
2007,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,23,EE2.1,0.7
2009,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,27,EE2.1,0.7
1996,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,30,ET5.2,0.7
2010,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,30,ET5.2,0.7
2015,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,33,EE3.1,0.7
2012,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,23,ET4.2,0.7
2011,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,52,LE5.1,0.7
2006,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,50,CB3.3W,0.7
2003,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,40,EE3.1,0.7
2008,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,37,EE2.2,0.7
2011,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,60,EE3.0,0.7
2017,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,97,EE3.0,0.7
1993,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,30,ET5.2,0.7
1996,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,30,CB4.1W,0.7
2011,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,31,EE1.1,0.7
2003,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,27,LE2.3,0.7
1990,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,40,RET4.2,0.7
2003,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,23,ET8.1,0.7
1991,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,27,CB3.2,0.7
2004,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,33,CB3.2,0.7
1998,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,37,RET3.1,0.7
2014,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,23,EE1.1,0.7
2019,VA,,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,40,RET3.1,0.695652174
2008,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,52,RET3.2,0.68
1995,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,60,LE5.1,0.68
2014,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,44,LE5.2,0.68
2006,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,36,RET3.2,0.68
2005,VA,October,JAMES RIVER,MOON ROCK,,,52,,0.68
2005,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,64,LE5.2,0.68
1992,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,87,CB5.4,0.68
2007,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,44,CB5.4,0.68
2014,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,33,LE5.2,0.666666667
1997,VA,October,EASTERN SHORE,FISHERMANS ISLAND (1996),,,40,,0.64
2020,VA,September,JAMES RIVER,SWASH,37.092217,-76.612217,32,LE5.2,0.64
2002,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,32,LE5.2,0.64
1993,VA,September,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,64,CB5.4,0.64
2003,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,40,LE5.2,0.64
1991,VA,September,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,45,LE4.2,0.6
1991,VA,June,YEOCOMICO RIVER,BARNS POINT,37.335283,-76.60055,36,LE4.2,0.6
2013,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,27,CB3.2,0.6
1994,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,20,CB3.2,0.6
2003,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,20,ET4.2,0.6
2005,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,27,ET4.2,0.6
2019,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,20,EE2.1,0.6
2011,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,27,EE1.1,0.6
2014,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,23,EE3.1,0.6
2015,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,20,CB3.3W,0.6
2017,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,30,EE3.1,0.6
2018,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,27,ET5.1,0.6
2013,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,13,CB4.1W,0.6
2004,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,30,CB4.1W,0.6
2007,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,33,CB4.1W,0.6
2016,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,27,CB4.1W,0.6
2013,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,36,RET3.2,0.6
2019,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,28,RET3.2,0.6
1997,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,23,EE1.1,0.6
2011,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,23,EE1.1,0.6
1994,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,40,LE1.1,0.6
1992,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,23,RET4.2,0.6
2007,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,30,RET4.2,0.6
2011,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,20,ET8.1,0.6
2006,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,20,CB3.2,0.6
2008,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,20,CB3.2,0.6
2004,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,44,LE5.2,0.6
1995,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,27,RET3.1,0.6
2003,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,39,LE5.2,0.565217391
2017,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,40,RET3.2,0.56
1993,VA,July,YEOCOMICO RIVER,CORNISH COVE,,,48,,0.56
1993,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,40,LE5.1,0.56
1994,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,56,LE5.1,0.56
2006,VA,November,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,32,LE5.1,0.56
1991,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,44,LE3.4,0.56
1992,VA,November,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,56,WE4.1,0.56
2003,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,40,LE5.2,0.56
2003,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,48,LE5.2,0.56
1993,VA,August,EASTERN SHORE,MACHIPONGO CREEK,,,56,,0.56
1997,VA,October,RAPPAHANNOCK RIVER,MARRATICO BAR,,,40,,0.56
2016,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,24,LE3.1,0.56
1990,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,56,LE3.2,0.56
2013,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,32,LE5.2,0.56
2001,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,40,RET3.1,0.56
2014,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,20,RET3.2,0.52
1997,VA,October,EASTERN SHORE,FISHERMANS ISLAND (1996),,,47,,0.52
2007,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,28,RET3.2,0.52
2021,VA,September,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,36,RET3.2,0.52
2015,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,28,LE3.1,0.52
2015,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,36,LE3.7,0.52
