"Year","State","Month","Region","Site","Lat","Long","Prevalence","MonitoringLocation","Mean.Intensity"
2012,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"97","CB3.2",3.60344827586207
2013,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","CB3.2",2.89285714285714
2014,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","CB3.2",3.5
2015,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"80","CB3.2",3.54166666666667
1991,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","ET5.1",2.65
1992,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","ET5.1",2.97368421052632
1993,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"87","ET5.1",3.61538461538462
1994,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"40","ET5.1",1.95833333333333
1995,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43","ET5.1",2
1996,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"17","ET5.1",2.4
1997,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"83","ET5.1",2.46
1998,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"83","ET5.1",3.08928571428571
1999,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","ET5.1",3.83333333333333
2000,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"93","ET5.1",3.375
2001,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","ET5.1",4.25
2002,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"97","ET5.1",3.41379310344828
2003,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"47","ET5.1",2.9375
2004,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"47","ET5.1",2.57142857142857
2005,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"37","ET5.1",2.5
2006,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"77","ET5.1",3.19565217391304
2007,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"97","ET5.1",3.24137931034483
2008,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"93","ET5.1",2.85714285714286
2009,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","ET5.1",3.58333333333333
2010,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"90","ET5.1",3.38888888888889
2011,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"67","ET5.1",3.25
2012,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"87","ET5.1",3.40384615384615
2013,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"93","ET5.1",3.48214285714286
2014,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"70","ET5.1",2.64285714285714
2015,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"80","ET5.1",2.97916666666667
2018,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"50","ET5.1",2.8
2019,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"13","ET5.1",4
1990,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","EE3.1",3.74137931034483
1991,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","EE3.1",3.32142857142857
1992,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","EE3.1",3
1993,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"87","EE3.1",2.82692307692308
1994,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"72","EE3.1",2.4047619047619
1995,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100","EE3.1",3.66666666666667
1996,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"90","EE3.1",2.53703703703704
1997,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"61","EE3.1",3.23529411764706
1998,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"80","EE3.1",3.41666666666667
1999,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"90","EE3.1",3.55555555555556
2000,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","EE3.1",2.91071428571429
2001,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100","EE3.1",4.2
2002,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","EE3.1",3.48275862068966
2003,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"90","EE3.1",2.35185185185185
2004,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"87","EE3.1",3.19230769230769
2005,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","EE3.1",3.58928571428571
2006,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"67","EE3.1",3.65
2007,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"37","EE3.1",2.45454545454545
2008,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"57","EE3.1",2.32352941176471
2009,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"90","EE3.1",3.14814814814815
2010,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"73","EE3.1",3.63636363636364
2011,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"67","EE3.1",3.425
2012,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","EE3.1",3.20689655172414
2013,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100","EE3.1",4.05
2014,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"80","EE3.1",3.91666666666667
2015,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"90","EE3.1",3.64814814814815
2016,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","EE3.1",3.73214285714286
2017,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100","EE3.1",3.65
1991,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","LE2.2",2.74
1992,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","LE2.2",3.66666666666667
1993,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93","LE2.2",3.07142857142857
1994,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"77","LE2.2",2.95652173913043
1995,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93","LE2.2",2.71428571428571
1996,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"87","LE2.2",2.57692307692308
1997,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","LE2.2",2.47916666666667
1998,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","LE2.2",2.9
1999,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97","LE2.2",3.44827586206897
2000,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"80","LE2.2",2.54166666666667
2001,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"80","LE2.2",3.5625
2002,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97","LE2.2",1.94827586206897
2003,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"27","LE2.2",2.9375
2004,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"30","LE2.2",1.61111111111111
2005,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"80","LE2.2",3.125
2006,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","LE2.2",3.36666666666667
2007,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97","LE2.2",3.39655172413793
2008,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"73","LE2.2",3.47727272727273
2009,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"87","LE2.2",3.98076923076923
2010,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","LE2.2",2.94
2011,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"40","LE2.2",3.25
2012,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","LE2.2",3.32
2013,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"90","LE2.2",2.7037037037037
2014,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"80","LE2.2",3.41666666666667
2015,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"57","LE2.2",3.17647058823529
2016,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"63","LE2.2",3.73684210526316
2018,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"63","LE2.2",3
2019,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"40","LE2.2",3.5
1991,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","RET3.1",2.83333333333333
1992,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"23","RET3.1",3.28571428571429
1993,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"7","RET3.1",0.5
1994,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"7","RET3.1",2.53846153846154
1995,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13","RET3.1",1.75
1996,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"3","RET3.1",0.5
2000,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"17","RET3.1",3
2001,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"90","RET3.1",2.68518518518519
2002,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"97","RET3.1",2.6551724137931
2003,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13","RET3.1",3.5
2004,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"17","RET3.1",2
2005,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13","RET3.1",1.75
2006,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","RET3.1",0.5
2007,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"30","RET3.1",1.61111111111111
2008,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"7","RET3.1",0.5
2009,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","RET3.1",2.16666666666667
2010,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"40","RET3.1",2.125
2011,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"20","RET3.1",1.33333333333333
2012,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"20","RET3.1",1.33333333333333
2013,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"20","RET3.1",1.75
2014,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"3","RET3.1",3
2015,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"55","RET3.1",2.8125
2017,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"50","RET3.1",2.7
1991,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"97","EE3.0",2.70689655172414
1992,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"100","EE3.0",2.98333333333333
1993,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"93","EE3.0",2.54166666666667
1994,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"10","EE3.0",2.16666666666667
1995,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"93","EE3.0",2.625
1996,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"82","EE3.0",1.97727272727273
1997,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"86","EE3.0",2.5
1998,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"73","EE3.0",2.5
1999,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"97","EE3.0",3.55172413793103
2000,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"68","EE3.0",2.4
2001,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"100","EE3.0",4.18333333333333
2002,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"93","EE3.0",3.27631578947368
2003,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"60","EE3.0",2.02777777777778
2004,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"83","EE3.0",2.88
2005,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"83","EE3.0",3.28
2006,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"80","EE3.0",3.70833333333333
2007,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"90","EE3.0",2.83333333333333
2008,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"57","EE3.0",3.05882352941176
2009,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"93","EE3.0",2.94642857142857
2010,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"97","EE3.0",3.87931034482759
2011,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"53","EE3.0",3.15625
2012,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"87","EE3.0",3.07692307692308
2013,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"77","EE3.0",2.93478260869565
2014,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"83","EE3.0",2.66
2015,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-76.443767,"83","EE3.0",3.14
1990,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",2.8
1991,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",3.8
1992,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","EE3.1",3.25862068965517
1993,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"36","EE3.1",2.5
1994,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"80","EE3.1",2.66666666666667
1995,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83","EE3.1",3.46
1996,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","EE3.1",3.17241379310345
1997,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"93","EE3.1",3.10714285714286
1998,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"90","EE3.1",2.75925925925926
1999,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",4.22727272727273
2000,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"40","EE3.1",2.38461538461538
2001,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",3.93589743589744
2002,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","EE3.1",3.6864406779661
2003,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",3.62337662337662
2004,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","EE3.1",3.38059701492537
2005,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","EE3.1",3.22435897435897
2006,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"77","EE3.1",3
2007,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"93","EE3.1",3.375
2008,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"80","EE3.1",3.10416666666667
2009,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"87","EE3.1",3.48076923076923
2010,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"93","EE3.1",3.76785714285714
2011,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"80","EE3.1",3.27083333333333
2012,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"90","EE3.1",3.12962962962963
2013,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"93","EE3.1",3.83928571428571
2014,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"80","EE3.1",3.5625
2015,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"77","EE3.1",3.93478260869565
2017,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"30","EE3.1",2.61111111111111
2018,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"3","EE3.1",3
2019,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"0","EE3.1",5
2018,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"27","EE3.1",3.42857142857143
2019,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"17","EE3.1",2.25
1990,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","EE3.0",1.21428571428571
1991,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"60","EE3.0",2
1992,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","EE3.0",2.8448275862069
1993,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"93","EE3.0",2.42857142857143
1994,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"63","EE3.0",2.44736842105263
1995,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90","EE3.0",3.22222222222222
1996,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","EE3.0",2.56896551724138
1997,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"93","EE3.0",2.94642857142857
1998,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"80","EE3.0",3.14583333333333
1999,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"100","EE3.0",3.9
2000,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"80","EE3.0",3.20833333333333
2001,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90","EE3.0",4.09259259259259
2002,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","EE3.0",3.67241379310345
2003,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"47","EE3.0",3.39285714285714
2004,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"100","EE3.0",3.98333333333333
2005,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"87","EE3.0",3.19230769230769
2006,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"83","EE3.0",4.04
2007,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"70","EE3.0",2.4047619047619
2008,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"70","EE3.0",2.23809523809524
2009,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90","EE3.0",3.64814814814815
2010,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","EE3.0",3.56896551724138
2011,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90","EE3.0",3.14814814814815
2012,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"100","EE3.0",3.85
2013,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"93","EE3.0",3.55357142857143
2014,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90","EE3.0",3.46296296296296
2015,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"77","EE3.0",3.08695652173913
2017,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"93","EE3.0",3.875
2018,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"57","EE3.0",3.55882352941176
2019,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"63","EE3.0",3.63157894736842
1991,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27","CB3.2",2.525
1992,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","CB3.2",2.64285714285714
1993,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"37","CB3.2",2.04545454545455
1994,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"3","CB3.2",0.5
1995,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20","CB3.2",0.916666666666667
1997,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"3","CB3.2",3
1998,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"43","CB3.2",2.80769230769231
1999,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"97","CB3.2",3.32758620689655
2000,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"80","CB3.2",2.35416666666667
2001,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"93","CB3.2",3.25
2002,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"97","CB3.2",2.89655172413793
2003,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"33","CB3.2",2.9
2004,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"33","CB3.2",2
2005,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"47","CB3.2",2.07142857142857
2006,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20","CB3.2",2.83333333333333
2007,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"17","CB3.2",1.9
2008,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20","CB3.2",2.91666666666667
2009,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","CB3.2",1.57142857142857
2010,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"3","CB3.2",3
2011,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"7","CB3.2",1.75
2012,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"3","CB3.2",0.5
2013,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27","CB3.2",0.8125
2014,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"3","CB3.2",0.5
2015,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"33","CB3.2",0.5
1991,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","CB3.2",3.62
1992,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","CB3.2",3.02173913043478
1993,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","CB3.2",2.84
1994,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"63","CB3.2",2.05263157894737
1995,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73","CB3.2",2.59090909090909
1996,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"67","CB3.2",2.35
1997,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"17","CB3.2",1
1998,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"57","CB3.2",2.85294117647059
1999,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"100","CB3.2",3.6
2000,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"97","CB3.2",3.22413793103448
2001,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"100","CB3.2",3.46666666666667
2002,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"100","CB3.2",3.23333333333333
2003,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73","CB3.2",2.47727272727273
2004,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"80","CB3.2",2.97916666666667
2005,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73","CB3.2",2.86363636363636
2006,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"53","CB3.2",2.9375
2007,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"100","CB3.2",3.7
2008,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","CB3.2",3.26785714285714
2009,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","CB3.2",3.12
2010,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73","CB3.2",2.31818181818182
2011,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"47","CB3.2",2.64285714285714
2012,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"33","CB3.2",2.35
2013,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"37","CB3.2",3.13636363636364
2014,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"23","CB3.2",2.57142857142857
2015,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"77","CB3.2",2.41304347826087
2017,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"97","CB3.2",4.03448275862069
2018,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"63","CB3.2",3.18421052631579
2019,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"70","CB3.2",3.38095238095238
